Geography Type,Geography,Age Range,Group Name,Group Category,Indicator Name,Indicator Category,Time Period,Year,Time Type,Estimate (%),95% CI (%),Sample Size,Suppression Flag
National Estimates,National,5-11 years,Race/Ethnicity,Multi,Vaccination and intent 4 level grouping,Probably or definitely will not get vaccinated,May 28 - June 30,2023,Monthly,49.8,42.9 - 56.8,925,0
National Estimates,National,5-11 years,Health Insurance,Any Medicaid,Vaccination and intent 4 level grouping,Probably or definitely will not get vaccinated,May 28 - June 30,2023,Monthly,53.5,48.9 - 58.1,"1,416",0
National Estimates,National,5-11 years,Metropolitan statistical area,Rural,Vaccination and intent 4 level grouping,Probably or definitely will not get vaccinated,May 28 - June 30,2023,Monthly,70,65.0 - 75.1,885,0
National Estimates,National,5-11 years,Poverty and Income,Below poverty,Vaccination and intent 4 level grouping,Probably or definitely will not get vaccinated,May 28 - June 30,2023,Monthly,49.3,42.2 - 56.3,567,0
National Estimates,National,5-11 years,Race/Ethnicity,"White, non-Hispanic",Vaccination and intent 4 level grouping,Probably or definitely will not get vaccinated,May 28 - June 30,2023,Monthly,56.9,53.8 - 59.9,"3,097",0
National Estimates,National,5-11 years,Sex,Female,Vaccination and intent 4 level grouping,Probably or definitely will not get vaccinated,May 28 - June 30,2023,Monthly,51.2,47.8 - 54.7,"2,841",0
National Estimates,National,5-11 years,Race/Ethnicity,"Black, non-Hispanic",Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will get an updated bivalent booster or unsure (among completed primary series),May 28 - June 30,2023,Monthly,40.9,29.7 - 52.2,250,0
National Estimates,National,5-11 years,Metropolitan statistical area,Suburban,Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will get an updated bivalent booster or unsure (among completed primary series),May 28 - June 30,2023,Monthly,39.1,34.1 - 44.1,"1,336",0
National Estimates,National,5-11 years,Health Insurance,Other Insurance,Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will get an updated bivalent booster or unsure (among completed primary series),May 28 - June 30,2023,Monthly,39.4,35.0 - 43.8,"2,100",0
National Estimates,National,5-11 years,Race/Ethnicity,Hispanic/Latino,Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will get an updated bivalent booster or unsure (among completed primary series),May 28 - June 30,2023,Monthly,37.9,29.1 - 46.7,537,0
National Estimates,National,5-11 years,Metropolitan statistical area,Urban,Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will get an updated bivalent booster or unsure (among completed primary series),May 28 - June 30,2023,Monthly,42.3,35.4 - 49.2,890,0
National Estimates,National,5-11 years,All children 5 � 11 years,All children 5 � 11 years,Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will get an updated bivalent booster or unsure (among completed primary series),May 28 - June 30,2023,Monthly,40,36.2 - 43.8,"2,743",0
National Estimates,National,5-11 years,Health Insurance,Uninsured,Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will get an updated bivalent booster or unsure (among completed primary series),May 28 - June 30,2023,Monthly,39.1,20.0 - 58.1,86,0
National Estimates,National,5-11 years,Poverty and Income,"At or above poverty, income >= $75k",Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will get an updated bivalent booster or unsure (among completed primary series),May 28 - June 30,2023,Monthly,36.8,31.6 - 41.9,"1,517",0
National Estimates,National,5-11 years,Sex,Male,Vaccination and intent 4 level grouping,Probably will get vaccinated or are unsure,May 28 - June 30,2023,Monthly,14.1,11.7 - 16.6,"2,965",0
National Estimates,National,5-11 years,Sex,Female,Vaccination and intent 4 level grouping,Probably will get vaccinated or are unsure,May 28 - June 30,2023,Monthly,13.2,10.8 - 15.6,"2,841",0
National Estimates,National,5-11 years,Health Insurance,Other Insurance,Vaccination and intent 4 level grouping,Vaccinated (>=1 dose),May 28 - June 30,2023,Monthly,36.6,34.0 - 39.2,"4,033",0
National Estimates,National,5-11 years,Poverty and Income,"Above poverty, income < $75k",Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will get an updated bivalent booster or unsure (among completed primary series),May 28 - June 30,2023,Monthly,38.9,30.1 - 47.7,494,0
National Estimates,National,5-11 years,Sex,Male,Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will get an updated bivalent booster or unsure (among completed primary series),May 28 - June 30,2023,Monthly,44,38.5 - 49.4,"1,355",0
National Estimates,National,5-11 years,Poverty and Income,Unknown income,Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will get an updated bivalent booster or unsure (among completed primary series),May 28 - June 30,2023,Monthly,49.3,40.6 - 58.0,528,0
National Estimates,National,5-11 years,Race/Ethnicity,Multi,Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will get an updated bivalent booster or unsure (among completed primary series),May 28 - June 30,2023,Monthly,38.9,29.2 - 48.6,489,0
National Estimates,National,5-11 years,Health Insurance,Any Medicaid,Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will get an updated bivalent booster or unsure (among completed primary series),May 28 - June 30,2023,Monthly,41.9,33.0 - 50.8,518,0
National Estimates,National,5-11 years,Metropolitan statistical area,Rural,Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will get an updated bivalent booster or unsure (among completed primary series),May 28 - June 30,2023,Monthly,34.4,23.7 - 45.1,272,0
National Estimates,National,5-11 years,Poverty and Income,Below poverty,Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will get an updated bivalent booster or unsure (among completed primary series),May 28 - June 30,2023,Monthly,37.6,24.5 - 50.7,204,0
National Estimates,National,5-11 years,Race/Ethnicity,"White, non-Hispanic",Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will get an updated bivalent booster or unsure (among completed primary series),May 28 - June 30,2023,Monthly,40.2,35.2 - 45.3,"1,433",0
National Estimates,National,5-11 years,Sex,Female,Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will get an updated bivalent booster or unsure (among completed primary series),May 28 - June 30,2023,Monthly,35.7,30.4 - 41.0,"1,373",0
National Estimates,National,5-11 years,Race/Ethnicity,"Black, non-Hispanic",Vaccination and intent 4 level grouping,Probably will get vaccinated or are unsure,May 28 - June 30,2023,Monthly,16.6,11.4 - 21.8,574,0
National Estimates,National,5-11 years,Metropolitan statistical area,Suburban,Vaccination and intent 4 level grouping,Probably will get vaccinated or are unsure,May 28 - June 30,2023,Monthly,12.9,10.5 - 15.3,"2,800",0
National Estimates,National,5-11 years,Health Insurance,Other Insurance,Vaccination and intent 4 level grouping,Probably will get vaccinated or are unsure,May 28 - June 30,2023,Monthly,12.1,10.1 - 14.1,"4,033",0
National Estimates,National,5-11 years,Race/Ethnicity,Hispanic/Latino,Vaccination and intent 4 level grouping,Probably will get vaccinated or are unsure,May 28 - June 30,2023,Monthly,19.2,14.9 - 23.5,"1,156",0
National Estimates,National,5-11 years,Metropolitan statistical area,Urban,Vaccination and intent 4 level grouping,Probably will get vaccinated or are unsure,May 28 - June 30,2023,Monthly,16.6,13.3 - 19.9,"1,785",0
National Estimates,National,5-11 years,All children 5 � 11 years,All children 5 � 11 years,Vaccination and intent 4 level grouping,Probably will get vaccinated or are unsure,May 28 - June 30,2023,Monthly,13.8,12.0 - 15.5,"5,846",0
National Estimates,National,5-11 years,Health Insurance,Uninsured,Vaccination and intent 4 level grouping,Probably will get vaccinated or are unsure,May 28 - June 30,2023,Monthly,20.4,11.0 - 29.8,252,0
National Estimates,National,5-11 years,Poverty and Income,"At or above poverty, income >= $75k",Vaccination and intent 4 level grouping,Probably will get vaccinated or are unsure,May 28 - June 30,2023,Monthly,10.7,8.3 - 13.0,"2,799",0
National Estimates,National,5-11 years,Poverty and Income,"Above poverty, income < $75k",Vaccination and intent 4 level grouping,Probably will get vaccinated or are unsure,May 28 - June 30,2023,Monthly,16.7,13.3 - 20.2,"1,398",0
National Estimates,National,5-11 years,Poverty and Income,Unknown income,Vaccination and intent 4 level grouping,Probably will get vaccinated or are unsure,May 28 - June 30,2023,Monthly,12.2,8.4 - 16.0,"1,082",0
National Estimates,National,5-11 years,Race/Ethnicity,Multi,Vaccination and intent 4 level grouping,Probably will get vaccinated or are unsure,May 28 - June 30,2023,Monthly,10.8,6.4 - 15.3,925,0
National Estimates,National,5-11 years,Health Insurance,Any Medicaid,Vaccination and intent 4 level grouping,Probably will get vaccinated or are unsure,May 28 - June 30,2023,Monthly,16.1,12.5 - 19.6,"1,416",0
National Estimates,National,5-11 years,Metropolitan statistical area,Rural,Vaccination and intent 4 level grouping,Probably will get vaccinated or are unsure,May 28 - June 30,2023,Monthly,10.4,7.0 - 13.8,885,0
National Estimates,National,5-11 years,Poverty and Income,Below poverty,Vaccination and intent 4 level grouping,Probably will get vaccinated or are unsure,May 28 - June 30,2023,Monthly,19.9,14.1 - 25.8,567,0
National Estimates,National,5-11 years,Race/Ethnicity,"White, non-Hispanic",Vaccination and intent 4 level grouping,Probably will get vaccinated or are unsure,May 28 - June 30,2023,Monthly,10.5,8.5 - 12.5,"3,097",0
National Estimates,National,5-11 years,Race/Ethnicity,"Black, non-Hispanic",Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),May 28 - June 30,2023,Monthly,29.9,17.8 - 42.0,250,0
National Estimates,National,5-11 years,Metropolitan statistical area,Suburban,Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),May 28 - June 30,2023,Monthly,18.3,13.9 - 22.7,"1,336",0
National Estimates,National,5-11 years,Health Insurance,Other Insurance,Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),May 28 - June 30,2023,Monthly,16.7,13.4 - 20.0,"2,100",0
National Estimates,National,5-11 years,Race/Ethnicity,Hispanic/Latino,Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),May 28 - June 30,2023,Monthly,17.1,10.0 - 24.2,537,0
National Estimates,National,5-11 years,Metropolitan statistical area,Urban,Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),May 28 - June 30,2023,Monthly,15.9,11.2 - 20.6,890,0
National Estimates,National,5-11 years,All children 5 � 11 years,All children 5 � 11 years,Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),May 28 - June 30,2023,Monthly,18,15.0 - 21.1,"2,743",0
National Estimates,National,5-11 years,Health Insurance,Uninsured,Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),May 28 - June 30,2023,Monthly,17.9,7.0 - 28.7,86,0
National Estimates,National,5-11 years,Poverty and Income,"At or above poverty, income >= $75k",Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),May 28 - June 30,2023,Monthly,17.7,13.5 - 21.8,"1,517",0
National Estimates,National,5-11 years,Poverty and Income,"Above poverty, income < $75k",Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),May 28 - June 30,2023,Monthly,20.1,12.0 - 28.2,494,0
National Estimates,National,5-11 years,Sex,Male,Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),May 28 - June 30,2023,Monthly,16.9,12.7 - 21.2,"1,355",0
National Estimates,National,5-11 years,Poverty and Income,Unknown income,Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),May 28 - June 30,2023,Monthly,14.6,8.5 - 20.7,528,0
National Estimates,National,5-11 years,Race/Ethnicity,Multi,Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),May 28 - June 30,2023,Monthly,21.4,14.0 - 28.8,489,0
National Estimates,National,5-11 years,Health Insurance,Any Medicaid,Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),May 28 - June 30,2023,Monthly,23.4,15.1 - 31.8,518,0
National Estimates,National,5-11 years,Metropolitan statistical area,Rural,Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),May 28 - June 30,2023,Monthly,25.5,15.0 - 35.9,272,0
National Estimates,National,5-11 years,Poverty and Income,Below poverty,Bivalent vaccination and intent 4 level grouping (among completed primary series),Probably will not or definitely will not get an updated bivalent booster (among completed primary series),May 28 - June 30,2023,Monthly,25.5,13.1 - 37.8,204,0
